Genus	Species	Subspecies	Name.Clem	Notes	Localities
Turdus	nudigenis	nudigenis	Turdus nudigenis		Villavicencio-1
Turdus	olivater	caucae	Turdus olivater		La Sierra-4
Turdus	serranus	fuscobrunneus	Turdus serranus		Cerro Munchique-5; El Eden-1; La Florida-3; San Antonio-3; Santa Elena-2
Turdus					El Eden-1; Rio Toche-2; San Antonio-1; Subia-1
Tyrammulus	elatus	reguloides	Tyrannulus elatus		Rio Frio-1
Tyranniscus	chrysopa	chrysopa	Zimmerius chrysops		Bogota-1; Santa Elena-1
Tyranniscus	chrysops	chrysops	Zimmerius chrysops		Aguadita-4; Buena Vista-2; Fusugasuga-4; Gallera-1; Honda-1; Lomitas-3; Miraflores-2; Puerto Valdivia-1; Ricaurte-3; Rio Frio-1; San Antonio-8; Santa Elena-10; Villavicencio-1
Tyranniscus	nigricapillus	nigricapillus	Phyllomyias nigrocapillus		Almaguer-1; Fomeque-1; Salento-1; Santa Elena-3
Tyrannulus	e.	reguloides	Tyrannulus elatus		Calamar-1
Tyrannulus	elatus	reguloides	Tyrannulus elatus		Barbacoas-2; Buenaventura-1; Cali-2; La Morelia-1; Puerto Valdivia-1; Quibdo-1
Tyrannulus	elatus		Tyrannulus elatus		Barbacoas-2; Villavicencio-1
Tyrannulus	nigricapillus	nigricapillus	Phyllomyias nigrocapillus		Coast Range-1
Tyrannus	dominicensis		Tyrannus dominicensis		Magdalena River-2; Noanama-2; Varrud-2
Tyrannus	melancholicus	satrapa	Tyrannus melancholicus		Aguadita-1; Andalucia-3; Anolaima-1; Bagado-1; Barro Blanco-4; Bogota-2; Calamar-2; Cali-2; Cerro Munchique-1; Chicoral-1; Dabeiba-1; El Roble-3; Florencia-1; Honda-1; La Playa-2; La Sierra-1; Lomitas-2; Noanama-1; Novita-1; Palmira-2; Puerto Valdivia-1; Quibdo-2; Ricaurte-4; Rio Frio-2; San Agustin-2; San Antonio-2; San Jose-4; Santa Elena-2; Sinu River-1; Subia-3; Tumaco-2; Turbaco-3; Villavicencio-1
Tyrannus	melancholicus		Tyrannus melancholicus		Caldas-1; Choachi-1
Tyrannus	niveigularis		Tyrannus niveigularis		Ricaurte-1
Tyrannus	savana	savana	Tyrannus savana		Villavicencio-1
Tyrannus	savana		Tyrannus savana		Barro Blanco-4; Caldas-2; Cali-6; Chicoral-1; Palmira-2; Turbaco-1
Tyrannus	tyrannus		Tyrannus tyrannus		Miraflores-1; San Agustin-1
Tyto	perlata		Tyto alba		Anolaima-1
Uranomitra	franciae		Amazilia franciae		San Antonio-1
Urospatha	martii		Baryphthengus martii		Barbacoas-1
Urospatha	martis		Baryphthengus martii		Florencia-3; La Morelia-2
Urosticte	benjamini		Urosticte benjamini		Ricaurte-1
Urothraupis	stolzmanni		Urothraupis stolzmanni		Paramo Santa Isabel-1
Vanellus	chilensis	cayennensis	Vanellus chilensis		Caldas-1; Cali-2; El Roble-1; Salento-3
Vanellus					Barrigon-3; Cali-4; Lomitas-2; Palmira-2; Puerto Berrio-1; San Antonio-2
Veniliornis	affinis	orenocensis	Dryobates affinis		La Morelia-2
Veniliornis	dignus	dignus	Dryobates dignus		Cerro Munchique-1
Veniliornis	dignus		Dryobates dignus		Cerro Munchique-2; El Roble-1; San Antonio-1
Veniliornis	fidelis		Dryobates passerinus		Buena Vista-1
Veniliornis	kirkii	cecilii	Dryobates kirkii		Barbacoas-4; Bocas de Chimi-1; Chicoral-5; Cisneros-1; Honda-2; Puerto Valdivia-1; Rio Frio-2
Veniliornis	kirkii		Dryobates kirkii		Barbacoas-1
Veniliornis	nigriceps	equifasciatus	Dryobates nigriceps		Almaguer-1; Paramo Santa Isabel-2
Veniliornis	oleaginus	fumigatus	Dryobates fumigatus		Aguadita-1; Anolaima-1; Buena Vista-1; El Roble-1; Fusugasuga-1; La Candela-2; San Agustin-1
Veniliornis	passerinus	fidelis	Dryobates passerinus		Bogota-3
Veniliornis					Juntas de Tamana-1; Malena-1
Vermivora	chrysoptera		Vermivora chrysoptera		El Eden-1; El Roble-1; Villavicencio-1
Vestipedes	aureliae	aureliae	Haplophaedia aureliae		Barro Blanco-1; La Candela-9; San Agustin-1
Vestipedes	aureliae	caucensis	Haplophaedia aureliae		Cerro Munchique-1; Coast Range-1; Gallera-2; Miraflores-5; Rio Toche-2; San Antonio-1; Santa Elena-1
Vestipedes	aureliae	cauceusis	Haplophaedia aureliae		El Roble-3
Vestipedes	mosquera		Eriocnemis mosquera		Coast Range-1
Vestipedes	paramillo		Eriocnemis vestita		Paramillo-11
Vestipedes	vestidus	vestidus	Eriocnemis vestita		Anolaima-1
Vestipedes	vestitus	smaragdinipectus	Eriocnemis vestita		Almaguer-4
Vestipedes					Miraflores-1; Paramillo-2; Rio Toche-1
Vestpedes	derbyi	longirostris	Eriocnemis derbyi		Laguneta-13; Paramo Santa Isabel-1
Vestpedes	mosquera		Eriocnemis mosquera		Paramo Santa Isabel-1
Vestpedes					Laguneta-2
Vireo	flavifrons		Vireo flavifrons		Santa Elena-1
Vireo	flavoviridis	flavoviridis	Vireo flavoviridis		Chicoral-2
Vireo	leucophrys	josephae	Vireo leucophrys		El Eden-2; Ricaurte-1; Salento-2; San Antonio-2
Vireo	olivaceus	caucae	Vireo olivaceus		Caldas-1; Cali-3; Cisneros-1; Lomitas-1; Miraflores-1; Palmira-1; Rio Frio-1
Vireo	olivaceus	olivaceus	Vireo olivaceus		Villavicencio-2
Vireo	olivaceus		Vireo olivaceus		Chicoral-1; Santa Elena-1; Villavicencio-1
Vireosylva	josephae		Vireo leucophrys		Anolaima-1; Santa Elena-8
Vireosylva	josephi	josephi	Vireo leucophrys		Cerro Munchique-5; El Roble-2; Fusugasuga-2; La Candela-4; La Palma-1; La Sierra-1; Miraflores-4; San Agustin-1; San Antonio-1
Volatinia	jacarina	splendens	Volatinia jacarina		Barbacoas-1; Barro Blanco-3; Calamar-4; Caldas-2; Cali-5; Chicoral-2; Dabeiba-3; Fusugasuga-1; Honda-1; La Playa-1; Miraflores-1; Palmira-2; Quetame-1; San Antonio-1; Tumaco-4; Villavicencio-1
Willisornis	poecilinotus	duidae	Willisornis poecilinotus		Villavicencio-1
Xanthoura	galeatus	galeatus	Cyanocorax yncas		Salento-1
Xanthoura	galeatus		Cyanocorax yncas		Salento-1
Xanthoura	incas	galeatus	Cyanocorax yncas		Cerro Munchique-1; Popayan-1
Xanthoura	incas	galliatus	Cyanocorax yncas		Miraflores-4
Xenicopsis	montanus	striaticollis	Anabacerthia striaticollis		La Candela-6; Lomitas-1; Miraflores-3; San Antonio-1
Xenicopsis	striaticollis		Anabacerthia striaticollis		Salento-1
Xenicopsis	subalaris	mentalis	Syndactyla subalaris		Buena Vista-1
Xenicopsis	subalaris	mentalus	Syndactyla subalaris		La Candela-2
Xenicopsis	subalaris	subalaris	Syndactyla subalaris		La Frijolera-1; Lomitas-2; San Antonio-1
Xenicopsoides	montanus	striaticollis	Anabacerthia striaticollis		La Candela-1
Xenops	minutus	littoralis	Xenops minutus		Barbacoas-1; Buenaventura-1; Cisneros-2; Malena-1; Puerto Valdivia-2; Rio Frio-2; Salento-1
Xenops	rutilus	heterurus	Xenops rutilans		Anolaima-1; Cerro Munchique-1; El Roble-2; Fusugasuga-1; La Frijolera-1; La Tigrerra-1; Miraflores-2; Rio Toche-2; Salento-1; San Agustin-1; San Antonio-1; Santa Elena-4; Subia-1
Xiphocolaptes	promeropirhynchus		Xiphocolaptes promeropirhynchus		Aguadita-2; La Candela-1; La Palma-1; Laguneta-1; Penon-1; Rio Toche-1; Salento-2; Subia-4
Xiphorhynchus	elegans	ornatus	Xiphorhynchus elegans		Florencia-1
Xiphorhynchus	erythropygius	aequatorialis	Xiphorhynchus erythropygius		Barbacoas-4; Baudo-1; Buenavista-2; La Vieja-1
Xiphorhynchus	erythropygius	insolitus	Xiphorhynchus erythropygius		La Frijolera-1; San Jose-1
Xiphorhynchus	guttatus	guttatoides	Xiphorhynchus guttatus		Florencia-1; Villavicencio-1
Xiphorhynchus	insignis		Xiphorhynchus elegans		Buena Vista-1
Xiphorhynchus	lachrymosus	alarum	Xiphorhynchus lachrymosus		La Frijolera-1; Puerto Valdivia-12
Xiphorhynchus	lachrymosus	lachrymosus	Xiphorhynchus lachrymosus		Alto Bonito-4; Barbacoas-4; Baudo-1; Dabeiba-3; Noanama-2; Novita-1; San Jose-1
Xiphorhynchus	lachrymosus		Xiphorhynchus lachrymosus		Alto Bonito-1; Noanama-1
Xiphorhynchus	phyrhynchos	promero	Xiphocolaptes promeropirhynchus		Anolaima-1
Xiphorhynchus	promeropirhynchus		Xiphocolaptes promeropirhynchus		La Candela-2
Xiphorhynchus	spixii		Xiphorhynchus spixii		Buena Vista-1; Villavicencio-1
Xiphorhynchus	susurrans	marginatus	Xiphorhynchus susurrans		Palmira-1
Xiphorhynchus	susurrans	nana	Xiphorhynchus susurrans		Honda-1; Puerto Berrio-2; Rio Frio-5
Xiphorhynchus	triangularis	triangularis	Xiphorhynchus triangularis		Cerro Munchique-1; Cocal-2; El Eden-1; La Candela-6; Laguneta-1; Lomitas-2; Miraflores-3; Salento-1; San Antonio-1
Xiphorhynchus	triangularis		Xiphorhynchus triangularis		Aguadita-4; Andalucia-4; Anolaima-1; Buena Vista-3; Cocal-3; El Roble-2; La Candela-8; La Palma-3; Lomitas-1; San Agustin-1
Xiphorhynchus			Xiphorhynchus elegans		Tumaco-1
Zenaida	auriculata	stenura	Zenaida auriculata		Villavicencio-1
Zenaida	auriculata	vinaceorufa	Zenaida auriculata		Chicoral-1
Zenaida			Zenaida auriculata		Barro Blanco-2; Bogota-1; Cali-4; Honda-2; Palmira-1
Zimmerius	chrysops		Zimmerius chrysops		La Palma-1; La Sierra-3; San Agustin-1
Zonotrichia	capensis		Zonotrichia capensis		Andalucia-3; Bogota-6; Caldas-4; Cali-3; Cerro Munchique-3; Chipaque-2; Choachi-5; Coast Range-3; El Eden-5; El Roble-2; Fomeque-2; La Frijolera-2; La Palma-1; La Sierra-1; La Tigrerra-2; Laguneta-1; Miraflores-2; Palmira-1; Paramillo-10; Paramo Santa Isabel-3; Penon-1; Popayan-1; Quetame-2; Ricaurte-3; Rio Toche-8; Salento-2; San Agustin-5; San Antonio-9; Santa Elena-1; Valle de las Papas-2
Zonotrichia			Zonotrichia capensis		Cali-1
