Chapman	Clements	Locality.specific	Locality	Count
Nomonyx dominicus	Nomonyx dominicus	Cali	Cali	9
Merganetta colombiana	Merganetta armata	Salento	Salento	2
Merganetta colombiana	Merganetta armata	Rio Toche	Rio Toche	1
Merganetta colombiana	Merganetta armata	El Eden	El Eden	1
Phalacrocorax vigua vigua	Phalacrocorax brasilianus	Cali	Cali	2
Catharista urubu	Coragyps atratus	Santa Elena	Santa Elena	2
Cathartes aura aura	Cathartes aura	Santa Elena	Santa Elena	1
Cathartes aura aura	Cathartes aura	Puerto Valdivia	Puerto Valdivia	1
Polyborus cheriway	Caracara cheriway	La Manuelita	La Manuelita	1
Polyborus cheriway	Caracara cheriway	Bogota (savanna)	Bogota	1
Ibycter americanus	Ibycter americanus	Salaqui	Salaqui	1
Ibycter americanus	Ibycter americanus	Puerto Valdivia	Puerto Valdivia	1
Ibycter americanus	Ibycter americanus	La Morelia	La Morelia	3
Milvago chimachima	Milvago chimachima	San Antonio	San Antonio	1
Milvago chimachima	Milvago chimachima	Cali	Cali	1
Milvago chimachima	Milvago chimachima	La Manuelita	La Manuelita	1
Milvago chimachima	Milvago chimachima	La Palma	La Palma	1
Milvago chimachima	Milvago chimachima	Chicoral	Chicoral	1
Milvago chimachima	Milvago chimachima	Honda	Honda	1
Milvago chimachima	Milvago chimachima	Calamar	Calamar	1
Milvago chimachima	Milvago chimachima	Barrigon	Barrigon	1
Circus hudsonius	Circus hudsonius	Atrato River	Rio Atrato	1
Circus cinereus	Circus cinereus	Anolaima	Anolaima	1
Circus buffoni	Circus buffoni	Rio Frio	Rio Frio	2
Micrastur guerilla interstes	Micrastur ruficollis	Dabeiba	Dabeiba	2
Micrastur guerilla interstes	Micrastur ruficollis	La Vieja	La Vieja	1
Micrastur guerilla interstes	Micrastur ruficollis	Novita	Novita	1
Micrastur guerilla interstes	Micrastur ruficollis	San Jose	San Jose	1
Micrastur guerilla interstes	Micrastur ruficollis	Las Lomitas	Lomitas	1
Micrastur guerilla interstes	Micrastur ruficollis	San Antonio	San Antonio	1
Micrastur guerilla interstes	Micrastur ruficollis	Salencio	Alban	1
Micrastur guerilla interstes	Micrastur ruficollis	Salento	Salento	1
Parabuteo unicinctus harrisi	Parabuteo unicinctus	La Manuelita	La Manuelita	1
Accipiter superciliosus	Accipiter superciliosus	Barbacoas	Barbacoas	1
Accipiter superciliosus	Accipiter superciliosus	Puerto Valdivia	Puerto Valdivia	1
Accipiter ventralis	Accipiter striatus	San Antonio	San Antonio	1
Accipiter ventralis	Accipiter striatus	Barro Blanco	Barro Blanco	1
Accipiter ventralis	Accipiter striatus	Andalucia (3000 ft)	Andalucia	1
Accipiter ventralis	Accipiter striatus	Fomeque	Fomeque	1
Accipiter bicolor	Accipiter bicolor	Popayan	Popayan	1
Accipiter bicolor	Accipiter bicolor	Purificacion	Purificacion	1
Accipiter bicolor	Accipiter bicolor	Florencia	Florencia	1
Tachytriorchis albicaudatus exiguus	Geranoaetus albicaudatus	Barrigon	Barrigon	1
Buteo hypospodius	Geranoaetus polyosoma	Santa Isabel	Paramo Santa Isabel	1
Buteo platypterus	Buteo platypterus	Juntas de Tamana	Juntas de Tamana	1
Buteo platypterus	Buteo platypterus	Puerto Valdivia	Puerto Valdivia	3
Buteo platypterus	Buteo platypterus	La Frijolera	La Frijolera	2
Buteo platypterus	Buteo platypterus	San Antonio	San Antonio	7
Buteo platypterus	Buteo platypterus	El Roble (Quindio)	Salento	2
Buteo platypterus	Buteo platypterus	Salento	Salento	3
Buteo platypterus	Buteo platypterus	Santa Elena	Santa Elena	3
Buteo platypterus	Buteo platypterus	Rio Toche	Rio Toche	2
Buteo platypterus	Buteo platypterus	Fusagasuga	Fusagasuga	1
Buteo platypterus	Buteo platypterus	Villavicencio	Villavicencio	1
Buteo brachyurus	Buteo brachyurus	Laguneta	Laguneta	1
Asturina nitida	Buteo nitidus	Remolino	Remolino	2
Asturina nitida	Buteo nitidus	Villavicencio	Villavicencio	1
Asturina nitida	Buteo nitidus	Barrigon	Barrigon	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Atrato River	Rio Atrato	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Dabeiba	Dabeiba	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Barbacoas	Barbacoas	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Puerto Valdivia	Puerto Valdivia	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Santa Elena	Santa Elena	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Barro Blanco	Barro Blanco	2
Rupornis magnirostris magnirostris	Rupornis magnirostris	La Palma	La Palma	1
Rupornis magnirostris magnirostris	Rupornis magnirostris	Chicoral	Chicoral	2
Rupornis magnirostris magnirostris	Rupornis magnirostris	30 m west of Honda	Honda (W of)	3
Rupornis magnirostris magnirostris	Rupornis magnirostris	Villavicencio	Villavicencio	3
Rupornis magnirostris magnirostris	Rupornis magnirostris	Florida	Florida	1
Rupornis magnirostris ruficauda	Rupornis magnirostris	Noanama	Noanama	1
Rupornis magnirostris ruficauda	Rupornis magnirostris	Las Lomitas	Lomitas	1
Rupornis magnirostris ruficauda	Rupornis magnirostris	Cali	Cali	3
Rupornis magnirostris ruficauda	Rupornis magnirostris	Guengue	Guengue	2
Rupornis magnirostris ruficauda	Rupornis magnirostris	Popayan	Popayan	1
Rupornis magnirostris ruficauda	Rupornis magnirostris	La Manuelita	La Manuelita	2
Rupornis magnirostris ruficauda	Rupornis magnirostris	Miraflores	Miraflores	1
Rupornis magnirostris ruficauda	Rupornis magnirostris	Rio Frio	Rio Frio	1
Rupornis magnirostris ruficauda	Rupornis magnirostris	Salento	Salento	5
Busarellus nigricollis	Busarellus nigricollis	Atrato River	Rio Atrato	2
Busarellus nigricollis	Busarellus nigricollis	Calamar	Calamar	1
Urubitinga urubitinga	Buteogallus urubitinga	Salaqui	Salaqui	1
Urubitinga urubitinga	Buteogallus urubitinga	Atrato River	Rio Atrato	1
Urubitinga urubitinga	Buteogallus urubitinga	Monguido	Rio Monguido	1
Urubitinga schistacea	Buteogallus schistaceus	Barrigon	Barrigon	1
Urubitinga plumbea	Cryptoleucopteryx plumbea	Bagado	Bagado	1
Urubitinga plumbea	Cryptoleucopteryx plumbea	Barbacoas	Barbacoas	1
Leucopternis semiplumbea	Leucopternis semiplumbeus	Bagado	Bagado	1
Leucopternis semiplumbea	Leucopternis semiplumbeus	Los Cisneros	Cisneros	1
Lophotriorchis isidori	Spizaetus isidori	Paramillo Trail (11000 ft)	Paramillo	1
Spizaetus ornatus	Spizaetus ornatus	Atrato River	Rio Atrato	1
Spizaetus ornatus	Spizaetus ornatus	Puerto Valdivia	Puerto Valdivia	1
Spizaetus ornatus	Spizaetus ornatus	La Morelia	La Morelia	1
Spizaetus tyrannus	Spizaetus tyrannus	Puerto Valdivia	Puerto Valdivia	1
Herpetotheres cachinnans cachinnans	Herpetotheres cachinnans	Rio Frio	Rio Frio	1
Herpetotheres cachinnans cachinnans	Herpetotheres cachinnans	Honda	Honda	2
Herpetotheres cachinnans cachinnans	Herpetotheres cachinnans	Villavicencio	Villavicencio	1
Herpetotheres cachinnans cachinnans	Herpetotheres cachinnans	Barrigon	Barrigon	1
Herpetotheres cachinnans fulvescens	Herpetotheres cachinnans	Alto Bonito	Alto Bonito	1
Herpetotheres cachinnans fulvescens	Herpetotheres cachinnans	San Jose	San Jose	2
Herpetotheres cachinnans fulvescens	Herpetotheres cachinnans	Barbacoas	Barbacoas	1
Elanoides forficatus yetapa	Elanoides forficatus	Noanama	Noanama	1
Elanoides forficatus yetapa	Elanoides forficatus	San Antonio	San Antonio	1
Elanoides forficatus yetapa	Elanoides forficatus	Laguneta	Laguneta	1
Elanoides forficatus yetapa	Elanoides forficatus	Andalucia	Andalucia	1
Elanoides forficatus yetapa	Elanoides forficatus	Florencia	Florencia	1
Rostrhamphus sociabilis	Rostrhamus sociabilis	Barranquilla	Barranquilla	2
Leptodon uncinatus	Chondrohierax uncinatus	Rio Frio	Rio Frio	1
Leptodon palliatus	Leptodon cayanensis	Baudo	Baudo	1
Harpagus bidentatus	Harpagus bidentatus	Dabeiba	Dabeiba	2
Harpagus bidentatus	Harpagus bidentatus	Bagado	Bagado	2
Harpagus bidentatus	Harpagus bidentatus	Cisneros	Cisneros	1
Harpagus bidentatus	Harpagus bidentatus	Puerto Valdivia	Puerto Valdivia	4
Ictinia plumbea	Ictinia plumbea	Cali	Cali	2
Ictinia plumbea	Ictinia plumbea	Villavicencio	Villavicencio	2
Falco fusco-caerulescens	Falco femoralis	Cali	Cali	1
Falco rufigularis	Falco rufigularis	La Manuelita	La Manuelita	1
Falco rufigularis	Falco rufigularis	La Palma	La Palma	1
Falco rufigularis	Falco rufigularis	La Candela	La Candela	1
Falco rufigularis	Falco rufigularis	Honda	Honda	1
Falco rufigularis	Falco rufigularis	Florencia	Florencia	3
Cerchneis sparveria caucae	Falco sparverius	Cali	Cali	1
Cerchneis sparveria caucae	Falco sparverius	Popayan	Popayan	1
Cerchneis sparveria caucae	Falco sparverius	La Florida	La Florida	1
Cerchneis sparveria caucae	Falco sparverius	La Manuelita	La Manuelita	2
Cerchneis sparveria caucae	Falco sparverius	Miraflores	Miraflores	2
Cerchneis sparveria caucae	Falco sparverius	Laguneta	Laguneta	1
Cerchneis sparveria intermedia	Falco sparverius	La Frijolera	La Frijolera	1
Cerchneis sparveria intermedia	Falco sparverius	Barro Blanco	Barro Blanco	1
Cerchneis sparveria intermedia	Falco sparverius	Rio Toche	Rio Toche	1
Cerchneis sparveria intermedia	Falco sparverius	Honda	Honda	5
Cerchneis sparveria intermedia	Falco sparverius	Andalucia	Andalucia	6
Cerchneis sparveria intermedia	Falco sparverius	Fusagasuga	Fusagasuga	2
Cerchneis sparveria intermedia	Falco sparverius	El Penon	El Penon	1
Cerchneis sparveria intermedia	Falco sparverius	La Hererra	La Hererra	2
Cerchneis sparveria intermedia	Falco sparverius	La Olanda	La Holanda	7
Cerchneis sparveria intermedia	Falco sparverius	Tena	NA	1
Cerchneis sparveria intermedia	Falco sparverius	Anolaima	Anolaima	1
Cerchneis sparveria intermedia	Falco sparverius	Caqueza	Verbatim from Paynter-Colombia-Gazetteer	1
Cerchneis sparveria intermedia	Falco sparverius	Villavicencio	Villavicencio	1
Cerchneis sparveria intermedia	Falco sparverius	Barrigon	Barrigon	1
Cerchneis sparveria	Falco sparverius	Turbaco	Turbaco	2
Cerchneis sparveria	Falco sparverius	Noanama	Noanama	1
Asio flammeus bogotensis	Asio flammeus	Bogota (savanna)	Bogota	3
Asio stygius	Asio stygius	Santa Elena	Santa Elena	1
Asio stygius	Asio stygius	Laguneta	Laguneta	1
Asio stygius	Asio stygius	La Olanda	La Holanda	1
Otus choliba	Megascops choliba	Dabeiba	Dabeiba	1
Otus choliba	Megascops choliba	Anolaima	Anolaima	3
Otus choliba	Megascops choliba	Villavicencio	Villavicencio	1
Otus watsoni	Megascops watsoni	La Morelia	La Morelia	2
Lophostrix cristatus stricklandi	Lophostrix cristata	Barbacoas	Barbacoas	3
Ciccaba albitarsus	Ciccaba albitarsis	Anolaima	Anolaima	1
Ciccaba albogularis	Megascops albogularis	Santa Elena	Santa Elena	1
Ciccaba albogularis	Megascops albogularis	Choachi	Choachi	3
Ciccaba virgata virgata	Ciccaba virgata	La Frijolera	La Frijolera	1
Ciccaba virgata virgata	Ciccaba virgata	Cali	Cali	1
Ciccaba virgata virgata	Ciccaba virgata	Rio Frio	Rio Frio	2
Ciccaba virgata virgata	Ciccaba virgata	Enconosa (near Bogota)	Iconozo	1
Ciccaba nigrolineata	Ciccaba nigrolineata	Atrato River	Rio Atrato	1
Ciccaba nigrolineata	Ciccaba nigrolineata	Rio Frio	Rio Frio	1
Ciccaba nigrolineata	Ciccaba nigrolineata	Bogota (native skin)	Bogota	1
Glaucidium brasilianum brasilianum	Glaucidium brasilianum	Florencia	Florencia	1
Glaucidium brasilianum phalaenoides	Glaucidium brasilianum	La Playa	La Playa	1
Glaucidium jardini	Glaucidium jardinii	Choachi	Choachi	1
Tyto perlata	Tyto alba	Miraflores	Miraflores	1
Tyto perlata	Tyto alba	Anolaima	Anolaima	1
Ara ararauna	Ara ararauna	Puerto Nino	Puerto Nino	5
Ara ararauna	Ara ararauna	Quisiera	NA	1
Ara ararauna	Ara ararauna	Malena	Malena	1
Ara ararauna	Ara ararauna	La Morelia	La Morelia	2
Ara macao	Ara macao	Algodonal	Algodonal	1
Ara macao	Ara macao	La Morelia	La Morelia	1
Ara chloroptera	Ara chloropterus	Puerto Valdivia	Puerto Valdivia	1
Ara militaris militaris	Ara militaris	Los Cisneros	Cisneros	1
Ara militaris militaris	Ara militaris	Salencio	Alban	1
Ara severa	Ara severus	Cali	Cali	2
Ara severa	Ara severus	La Manuelita	La Manuelita	6
Ara severa	Ara severus	Guengue	Guengue	1
Ara severa	Ara severus	Rio Frio	Rio Frio	3
Ara severa	Ara severus	Salento (near)	Salento	2
Ara severa	Ara severus	Malena	Malena	1
Ara severa	Ara severus	Barrigon	Barrigon	5
Ara severa	Ara severus	La Morelia	La Morelia	2
Aratinga wagleri	Psittacara wagleri	Alto Bonito	Alto Bonito	1
Aratinga wagleri	Psittacara wagleri	Los Cisneros	Cisneros	1
Aratinga wagleri	Psittacara wagleri	San Antonio	San Antonio	5
Aratinga wagleri	Psittacara wagleri	Cali	Cali	1
Aratinga wagleri	Psittacara wagleri	La Manuelita	La Manuelita	3
Aratinga wagleri	Psittacara wagleri	Miraflores	Miraflores	1
Aratinga wagleri	Psittacara wagleri	La Sierra	La Sierra	1
Aratinga wagleri	Psittacara wagleri	Chicoral	Chicoral	2
Aratinga aeruginosa aeruginosa	Eupsittula pertinax	La Playa	La Playa	4
Aratinga aeruginosa aeruginosa	Eupsittula pertinax	Varrud	Varrud	1
Aratinga aeruginosa aeruginosa	Eupsittula pertinax	Calamar	Calamar	4
Aratinga aeruginosa aeruginosa	Eupsittula pertinax	Algodonal	Algodonal	4
Ognorhynchus icterotis	Ognorhynchus icterotis	La Frijolera	La Frijolera	5
Ognorhynchus icterotis	Ognorhynchus icterotis	Andes W of Popayan (10340 ft)	Coast Range	2
Ognorhynchus icterotis	Ognorhynchus icterotis	Miraflores	Miraflores	3
Ognorhynchus icterotis	Ognorhynchus icterotis	Rio Toche	Rio Toche	12
Pyrrhura calliptera	Pyrrhura calliptera	Fusagasuga	Fusagasuga	3
Pyrrhura calliptera	Pyrrhura calliptera	El Roble	Los Robles	3
Pyrrhura calliptera	Pyrrhura calliptera	Subia	Subia	7
Pyrrhura melanura pacifica	Pyrrhura melanura	Buenavista	Buenavista	3
Pyrrhura souancei	Pyrrhura melanura	La Candela	La Candela	3
Psittacula conspicillata conspicillata	Forpus conspicillatus	Andalucia	Andalucia	3
Psittacula conspicillata conspicillata	Forpus conspicillatus	Chicoral	Chicoral	5
Psittacula conspicillata conspicillata	Forpus conspicillatus	Honda	Honda	3
Psittacula conspicillata conspicillata	Forpus conspicillatus	Puerto Berrio	Puerto Berrio	6
Psittacula conspicillata conspicillata	Forpus conspicillatus	Malena	Malena	2
Psittacula conspicillata conspicillata	Forpus conspicillatus	Buena Vista	Buena Vista	1
Psittacula conspicillata conspicillata	Forpus conspicillatus	Barrigon	Barrigon	5
Psittacula conspicillata caucae	Forpus conspicillatus	Caldas	Caldas	4
Psittacula conspicillata caucae	Forpus conspicillatus	San Antonio (below)	San Antonio	1
Psittacula conspicillata caucae	Forpus conspicillatus	Cali	Cali	3
Psittacula conspicillata caucae	Forpus conspicillatus	La Manuelita	La Manuelita	2
Psittacula conspicillata caucae	Forpus conspicillatus	Miraflores	Miraflores	2
Psittacula conspicillata caucae	Forpus conspicillatus	Rio Frio	Rio Frio	2
Psittacula sclateri	Forpus modestus	La Morelia	La Morelia	3
Psittacula spengeli	Forpus xanthopterygius	La Playa	La Playa	3
Psittacula spengeli	Forpus xanthopterygius	Calamar	Calamar	2
Brotogeris jugularis	Brotogeris jugularis	Honda	Honda	4
Brotogeris jugularis	Brotogeris jugularis	Puerto Berrio	Puerto Berrio	1
Brotogeris jugularis	Brotogeris jugularis	Malena	Malena	5
Brotogeris jugularis	Brotogeris jugularis	Banco	Banco	1
Brotogeris devillei	Brotogeris cyanoptera	Barrigon	Barrigon	6
Amazona inornata	Amazona farinosa	La Vieja (1000 ft)	La Vieja	1
Amazona inornata	Amazona farinosa	Alto Bonito	Alto Bonito	1
Amazona inornata	Amazona farinosa	Barrigon	Barrigon	1
Amazona mercenaria	Amazona mercenarius	San Antonio	San Antonio	1
Amazona mercenaria	Amazona mercenarius	La Sierra	La Sierra	4
Amazona mercenaria	Amazona mercenarius	Almaguer	Almaguer	1
Amazona mercenaria	Amazona mercenarius	Salento	Salento	1
Amazona mercenaria	Amazona mercenarius	Laguneta	Laguneta	2
Amazona mercenaria	Amazona mercenarius	Santa Isabel	Paramo Santa Isabel	1
Amazona mercenaria	Amazona mercenarius	El Eden	El Eden	1
Amazona mercenaria	Amazona mercenarius	La Palma	La Palma	3
Amazona mercenaria	Amazona mercenarius	Subia	Subia	1
Amazona amazonica	Amazona amazonica	Malena	Malena	1
Amazona amazonica	Amazona amazonica	La Playa	La Playa	4
Amazona amazonica	Amazona amazonica	Barrigon	Barrigon	1
Amazona ochrocephala ochrocephala	Amazona ochrocephala	Villavicencio	Villavicencio	2
Amazona ochrocephala ochrocephala	Amazona ochrocephala	Barrigon	Barrigon	3
Amazona ochrocephala panamensis	Amazona ochrocephala	Honda	Honda	2
Amazona ochrocephala panamensis	Amazona ochrocephala	Puerto Berrio	Puerto Berrio	2
Amazona ochrocephala panamensis	Amazona ochrocephala	Malena	Malena	2
Amazona ochrocephala panamensis	Amazona ochrocephala	Algodonal	Algodonal	1
Amazona salvini	Amazona autumnalis	Malena	Malena	1
Pionus menstruus	Pionus menstruus	Alto Bonito	Alto Bonito	5
Pionus menstruus	Pionus menstruus	Barbacoas	Barbacoas	4
Pionus menstruus	Pionus menstruus	Cali	Cali	1
Pionus menstruus	Pionus menstruus	Guengue	Guengue	2
Pionus menstruus	Pionus menstruus	Rio Frio	Rio Frio	1
Pionus menstruus	Pionus menstruus	Puerto Berrio	Puerto Berrio	2
Pionus menstruus	Pionus menstruus	Buena Vista	Buena Vista	1
Pionus menstruus	Pionus menstruus	Villavicencio	Villavicencio	1
Pionus seniloides seniloides	Pionus tumultuosus	Laguneta	Laguneta	1
Pionus seniloides seniloides	Pionus tumultuosus	El Penon	El Penon	2
Pionus seniloides seniloides	Pionus tumultuosus	El Roble	Los Robles	1
Pionus chalcopterus	Pionus chalcopterus	Alto Bonito	Alto Bonito	1
Pionus chalcopterus	Pionus chalcopterus	Cerro Munchique	Cerro Munchique	1
Pionus chalcopterus	Pionus chalcopterus	La Florida	La Florida	2
Pionus chalcopterus	Pionus chalcopterus	Miraflores	Miraflores	6
Pionus chalcopterus	Pionus chalcopterus	El Roble	Los Robles	1
Pionus chalcopterus	Pionus chalcopterus	El Eden	El Eden	1
Pionus chalcopterus	Pionus chalcopterus	La Palma	La Palma	1
Pionus chalcopterus	Pionus chalcopterus	La Candela	La Candela	3
Pionus chalcopterus	Pionus chalcopterus	San Agustin (near)	San Agustin	1
Pionus chalcopterus	Pionus chalcopterus	Andalucia (5000 ft)	Andalucia	1
Hapalopsittaca amazonina	Hapalopsittaca amazonina	El Roble	Los Robles	3
Hapalopsittaca fuertesi	Hapalopsittaca fuertesi	Laguneta	Laguneta	6
Hapalopsittaca fuertesi	Hapalopsittaca fuertesi	Santa Isabel	Paramo Santa Isabel	1
Eucinetus pulchra	Pyrilia pulchra	Rio Andagueda	Rio Andagueda	2
Eucinetus pulchra	Pyrilia pulchra	Noanama	Noanama	1
Eucinetus pulchra	Pyrilia pulchra	San Jose	San Jose	7
Eucinetus pulchra	Pyrilia pulchra	Barbacoas	Barbacoas	3
Pyrilia pyrilia	Pyrilia pyrilia	Alto Bonito	Alto Bonito	1
Pyrilia pyrilia	Pyrilia pyrilia	Noanama	Noanama	2
Pyrilia pyrilia	Pyrilia pyrilia	Puerto Valdivia	Puerto Valdivia	3
Pyrilia pyrilia	Pyrilia pyrilia	Santa Elena	Santa Elena	1
Pionites melanocephala pallidus	Pionites melanocephalus	Florencia	Florencia	2
Megaceryle torquata torquata	Megaceryle torquata	Cali	Cali	4
Megaceryle torquata torquata	Megaceryle torquata	Honda	Honda	1
Megaceryle torquata torquata	Megaceryle torquata	La Playa	La Playa	1
Megaceryle torquata torquata	Megaceryle torquata	Barrigon	Barrigon	1
Chloroceryle amazona	Chloroceryle amazona	San Jose	San Jose	1
Chloroceryle amazona	Chloroceryle amazona	Cali	Cali	7
Chloroceryle amazona	Chloroceryle amazona	Rio Frio	Rio Frio	1
Chloroceryle amazona	Chloroceryle amazona	Chicoral	Chicoral	1
Chloroceryle amazona	Chloroceryle amazona	Andalucia (3000 ft)	Andalucia	1
Chloroceryle amazona	Chloroceryle amazona	La Morelia	La Morelia	1
Chloroceryle americana americana	Chloroceryle americana	Tumaco	Tumaco	1
Chloroceryle americana americana	Chloroceryle americana	Barbacoas	Barbacoas	2
Chloroceryle americana americana	Chloroceryle americana	Cali	Cali	5
Chloroceryle americana americana	Chloroceryle americana	Rio Frio	Rio Frio	1
Chloroceryle americana americana	Chloroceryle americana	Chicoral	Chicoral	2
Chloroceryle americana americana	Chloroceryle americana	La Morelia	La Morelia	1
Chloroceryle inda	Chloroceryle inda	Noanama	Noanama	1
Chloroceryle inda	Chloroceryle inda	Tumaco	Tumaco	1
Chloroceryle inda	Chloroceryle inda	Barbacoas	Barbacoas	1
Urospatha martii martii	Baryphthengus martii	La Morelia	La Morelia	3
Urospatha martii martii	Baryphthengus martii	Florencia	Florencia	2
Urospatha martii semirufa	Baryphthengus martii	Alto Bonito	Alto Bonito	1
Urospatha martii semirufa	Baryphthengus martii	Baudo	Baudo	2
Urospatha martii semirufa	Baryphthengus martii	Juntas de Tamana	Juntas de Tamana	5
Urospatha martii semirufa	Baryphthengus martii	Barbacoas	Barbacoas	6
Urospatha martii semirufa	Baryphthengus martii	Puerto Valdivia	Puerto Valdivia	2
Urospatha martii semirufa	Baryphthengus martii	Honda	Honda (W of)	5
Electron platyrhynchus platyrhynchus	Electron platyrhynchum	San Jose	San Jose	1
